"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Javeon Cody","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".229",".244",".473",".213","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169970"
"Nick Anderson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".234",".241",".474",".216","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015115"
"Iverson Espinoza","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".221",".243",".465",".208","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015528"
"Erubiel Fuentes","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".200",".187",".387",".178","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015581"
"Hector Martinez","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".212",".221",".433",".196","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002845"
"Miguel Droz","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".201",".209",".410",".186","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011704"
"Luis Pino","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".194",".242",".437",".194","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015866"
"Rixon Wingrove","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".223",".311",".534",".232","41","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007298"
"Yeison Lemos","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".191",".230",".421",".185","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015608"
"Matheus Lelis","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".133",".183",".181",".364",".167","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009556"
"Reed Rohlman","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".234",".279",".513",".226","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915632"
"Will Bartlett","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".227",".278",".506",".223","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010032"
"Robert Mendoza","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".212",".231",".443",".199","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009291"
"Sandry Hernandez","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".233",".259",".492",".219","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015649"
"Vladimir Echavarria","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".212",".216",".428",".196","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005733"
"Gabriel Gil","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".208",".237",".445",".198","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005935"
"Reyden Hidalgo","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".210",".221",".431",".193","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016330"
"Wendell Marrero","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".227",".284",".511",".226","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010044"
"Raudy De Los Santos","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".212",".217",".429",".193","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015546"
"Andrws Cruz","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".214",".237",".451",".200","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015734"
"Sander Mora","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".216",".204",".420",".192","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006578"
"Darlin Guzman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".212",".279",".491",".215","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005619"
"Ahbram Liendo","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".219",".226",".445",".199","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016173"
"Elian Rayo","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".208",".223",".431",".193","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015612"
"Johnny Ascanio","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".217",".214",".431",".196","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015526"
"Yamal Encarnacion","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".205",".212",".417",".188","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015781"
"Obie Ricumstrict","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".209",".266",".475",".209","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004282"
"Axel Sanchez","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".191",".195",".386",".175","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015601"
"Edgar Martinez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".215",".215",".430",".194","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005790"
"Jose Peralta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".215",".215",".430",".194","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005914"
"Warren Saunders","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".229",".265",".493",".218","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011405"
"Wilmer Hernandez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".186",".189",".375",".171","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016124"
"Esmarly Tatis","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".223",".211",".435",".199","19","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009345"
"Jose De La Cruz","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".208",".272",".480",".211","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008747"
"Christopher Espinola","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".201",".226",".427",".191","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015786"
"Lexer Saduy","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".206",".217",".423",".191","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015536"
"Franklin Linares","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".194",".199",".392",".177","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009820"
"Jesus Bugarin","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".243",".295",".538",".236","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011857"
"Zach Biermann","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".225",".282",".508",".224","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010158"
"Roger Caraballo","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".210",".272",".482",".212","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015555"
"Tyler Wyatt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".236",".263",".499",".224","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010006"
"Antonio Cabello","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".211",".259",".471",".208","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005600"
"Harrison Ray","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".216",".269",".485",".215","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014815"
"Leandro Emiliani","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".227",".296",".523",".229","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006897"
"Christian Robinson","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".224",".275",".499",".219","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017074"
"Lency Delgado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".197",".240",".437",".193","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006913"
"Esneider Gomez","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".218",".282",".499",".216","19","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015543"
"Darlin Moquete","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".218",".254",".472",".209","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005617"
"Armando Cruz","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".203",".220",".423",".189","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015695"
"Carlos Luis","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".230",".268",".498",".221","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002860"
"Misael Gonzalez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".209",".259",".469",".208","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010164"
"Joanfran Rojas","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".215",".225",".440",".197","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016718"
"Felix Taveras","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".205",".272",".477",".209","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015621"
"Adonis Giron","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".209",".252",".461",".205","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005719"
"Lizandro Espinoza","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".210",".210",".421",".189","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015611"
"Shendrik Apostel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".214",".293",".507",".222","36","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005907"
"Oswaldo Pina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".208",".216",".424",".192","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003214"
"Cristian More","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".210",".230",".441",".196","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011589"
"MacKenzie Mueller","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".221",".259",".480",".213","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014824"
"Cole Kleszcz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".221",".250",".471",".211","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1056328"
"Jasiah Dixon","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".224",".252",".476",".213","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011590"
"Fabian Urbina","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".206",".226",".433",".194","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011668"
"Samil De La Rosa","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".204",".216",".421",".189","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016155"
"Shalin Polanco","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".197",".240",".437",".193","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015699"
"Kevin Guerrero","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".205",".209",".415",".188","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015737"
"Wilfredo Flores","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".213",".227",".441",".197","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006606"
"Andrew Knapp","CIN","5","18","16","3","1","0","0","2","2","2","6","0","0","0","",".204",".296",".326",".621",".277","66","","0.0","-0.1","","-0.8","0.2","0.0","","600.9","14942"
"Braian Fernández","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".229",".258",".486",".216","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005751"
"Arbert Cipion","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".207",".226",".433",".196","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008006"
"Wilson Valdez","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".202",".241",".443",".196","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005792"
"Jairo Mendez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".197",".232",".429",".191","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016092"
"Ranser Amador","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".209",".248",".458",".202","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003192"
"Saul Garza","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".225",".275",".501",".221","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015225"
"Jose Pena","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".132",".188",".208",".396",".180","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015630"
"Jose Cordoba","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".192",".231",".424",".188","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015614"
"Leonardo Seminati","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".221",".312",".533",".232","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008298"
"Romtres Cabrera","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".193",".225",".418",".188","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015775"
"Jhonny Perdomo","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".205",".219",".425",".190","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015656"
"Robert Robertis","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".200",".234",".434",".193","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015639"
"Andy Perez","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".221",".239",".460",".204","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015857"
"Jose Gonzalez","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".204",".236",".440",".195","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015569"
"Jesus Hernandez","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".209",".203",".412",".187","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015736"
"Guarner Dipre","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".191",".213",".405",".181","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005793"
"Elio Campos","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".208",".213",".421",".189","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016645"
"Jhonaiker Osorio","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".178",".192",".370",".166","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005718"
"Wilson Alvarez","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".202",".200",".401",".181","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916709"
"Ismael Perez","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".199",".222",".421",".187","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016555"
"Francisco Garcia","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".215",".274",".489",".213","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015677"
"Luis Garcia","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".209",".221",".430",".192","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016164"
"Jose Ramos","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".196",".229",".424",".188","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016541"
"Jovan Rosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".230",".267",".497",".221","35","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa328155"
"Alberto Ciprian","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".209",".228",".436",".196","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015567"
"Victor Arias","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".204",".225",".429",".192","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015636"
"Layant Tapia","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".133",".194",".185",".380",".175","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015652"
"Jose Chacon","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".205",".214",".419",".189","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016130"
"Jose Bermudez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".218",".251",".469",".208","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916720"
"Luis Paredes","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".231",".299",".530",".232","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015845"
"Connor Blair","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".223",".260",".483",".215","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011382"
"Samuel Reyes","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".223",".240",".463",".207","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016111"
"Eddy Beltre","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".214",".246",".460",".206","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015804"
"Adony Mejia","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".192",".192",".383",".174","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008924"
"Yeudi Advincola","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".195",".205",".400",".179","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016091"
"Yefri Rivera","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".191",".202",".393",".176","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015784"
"Junior Calderon","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".233",".254",".487",".219","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008919"
"Ismael Padua","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".211",".249",".460",".203","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015731"
"Oneill Manzueta","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".203",".236",".439",".197","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005942"
"Francisco Palma","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".218",".246",".464",".207","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006193"
"Dereck Salom","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".201",".191",".391",".179","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005925"
"Miguel Lopez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".199",".215",".414",".185","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016187"
"Yonathan Pierre","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".203",".239",".441",".196","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009555"
"Christopher De La Cruz","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".206",".222",".429",".193","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005777"
"Roberto Lopez","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".229",".260",".489",".218","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454598"
"Johan Benitez","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".207",".227",".433",".194","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015641"
"Fleury Nova","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".201",".216",".417",".187","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005620"
"Edwin Peralta","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".197",".207",".405",".183","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006081"
"Marino Castillo","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".202",".212",".414",".187","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016131"
"Danny Lantigua","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".213",".285",".498",".218","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005239"
"Ney Serrano","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".199",".205",".404",".183","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015816"
"Enmanuel Terrero","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".227",".230",".458",".209","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015591"
"Juan Paulino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".225",".263",".488",".217","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008190"
"Ricardo Caldera","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".138",".187",".194",".380",".173","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008791"
"Felipe Valderrama","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".187",".191",".378",".172","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015803"
"Juan Alonso","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".193",".224",".417",".186","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016331"
"Carlos Verdecia","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".205",".192",".397",".183","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010878"
"Cesar Ortega","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".232",".238",".470",".213","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008189"
"Alex Garcia","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".200",".201",".401",".183","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010156"
"Javier Armas","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".203",".207",".410",".186","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015604"
"Andre Nnebe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".214",".262",".476",".211","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011588"
"Leonel Espinoza","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".208",".272",".480",".211","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015735"
"Oswal Rada","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".194",".236",".430",".189","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015651"
"Smith Vargas","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".197",".209",".406",".184","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008928"
"Luis Guerra","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".202",".212",".414",".186","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015788"
"Neyfi Marinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".210",".254",".464",".206","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005931"
"Anderdson Rojas","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".196",".212",".409",".183","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015818"
"Samuel Rodriguez","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".202",".207",".409",".185","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015758"
"Ethan De Cuba","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".204",".209",".413",".186","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015553"
"Densi Meli","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".186",".208",".394",".177","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008927"
"Gabe Moncada","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".220",".238",".459",".207","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008789"
"Justin Washington","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".215",".243",".458",".205","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011205"
"Maikol Hernandez","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".195",".193",".388",".176","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015712"
"Juan Castillo","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".197",".230",".427",".189","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015541"
"Tyler Hardman","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".210",".275",".484",".212","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016955"
"Gedionne Marlin","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".199",".201",".400",".182","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015809"
"Ezequiel Alvarez","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".209",".212",".421",".190","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009559"
"Stephen Paolini","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".203",".225",".428",".193","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010720"
"Jesus Montilla","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".204",".196",".401",".183","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016160"
"Randy Romero","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".217",".249",".466",".207","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006185"
