"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Ryan Burr","CHW","0","45","46.0","2","2","0","0","1","42","22","6","44","22","1.39","8.60","4.22","4.34","4.54","","0.1","0.1","","999.0","17536"
"Jake Arrieta","","10","10","54.0","3","4","4","0","0","61","34","10","39","23","1.54","6.47","3.75","5.64","5.50","","0.1","-0.2","","999.0","4153"
"Steven Brault","CHC","7","25","53.0","2","4","2","0","1","56","30","8","42","25","1.52","7.05","4.28","5.13","5.17","","0.1","-0.1","","600.9","15291"
"JD Hammer","COL","0","26","27.0","1","1","0","0","0","27","14","4","27","12","1.45","8.97","3.98","4.82","4.47","","0.1","-0.1","","999.0","19548"
"Hans Crouse","PHI","8","9","40.0","3","3","2","0","0","41","23","9","33","15","1.39","7.38","3.43","5.21","5.62","","0.1","0.1","","999.0","22192"
"Shawn Armstrong","MIA","0","16","17.0","1","1","0","0","1","16","8","2","18","7","1.36","9.62","3.74","4.46","4.34","","0.1","0.0","","999.0","12857"
"Bryan Baker","BAL","0","18","18.0","1","1","0","0","1","14","8","2","20","9","1.32","10.09","4.51","3.95","4.43","","0.1","0.2","","999.0","19804"
"Brad Brach","ATL","0","31","29.0","1","1","0","0","0","26","14","4","30","15","1.44","9.52","4.72","4.47","4.49","","0.1","0.0","","999.0","6627"
"Matthew Festa","SEA","0","12","12.0","0","0","0","0","1","11","5","2","13","4","1.22","9.73","2.92","4.07","4.19","","0.1","0.1","","999.0","19330"
"Thomas Hatch","TOR","1","20","26.0","1","1","0","0","1","24","14","4","26","11","1.38","9.04","3.95","4.73","4.78","","0.1","0.0","","999.0","19264"
"Ryan Weber","NYY","1","5","14.0","0","0","0","0","0","15","7","2","12","4","1.33","7.56","2.67","4.62","4.63","","0.1","0.0","","999.0","10160"
"Ryne Stanek","HOU","0","66","65.0","3","2","0","1","13","56","32","11","75","30","1.32","10.31","4.14","4.36","4.68","","0.1","0.1","","597.9","15947"
"Sam Clay","WSN","0","24","22.0","1","1","0","0","1","22","10","1","18","13","1.57","7.45","5.11","4.24","4.21","","0.1","0.1","","999.0","16279"
"Michael Feliz","BOS","0","32","31.0","1","1","0","0","0","31","17","6","34","12","1.39","9.91","3.57","4.96","4.65","","0.1","-0.2","","999.0","11903"
"Connor Seabold","BOS","3","5","16.0","1","1","1","0","0","17","10","3","13","6","1.41","7.19","3.18","5.25","5.26","","0.1","0.0","","999.0","19695"
"Forrest Whitley","HOU","1","1","7.0","0","0","0","0","0","6","3","1","7","3","1.40","9.45","4.30","4.55","4.65","","0.1","0.1","","999.0","sa917930"
"Nick Nelson","PHI","0","37","43.0","1","1","0","0","1","39","21","5","49","26","1.52","10.16","5.54","4.50","4.49","","0.1","0.0","","999.0","20153"
"Jonathan Hernández","TEX","0","21","23.0","1","1","0","0","1","21","11","3","24","11","1.37","9.46","4.17","4.27","4.41","","0.1","0.1","","999.0","17464"
"Nick Mears","PIT","0","33","31.0","1","1","0","0","1","28","15","5","33","14","1.36","9.45","4.13","4.43","4.53","","0.1","0.0","","999.0","25376"
"Jace Vines","KCR","0","16","17.0","1","1","0","0","0","17","8","2","14","7","1.46","7.45","3.71","4.49","4.28","","0.1","0.0","","999.0","sa917985"
"Michael Rucker","CHC","0","28","34.0","1","1","0","0","1","34","17","6","34","12","1.35","8.97","3.12","4.68","4.58","","0.1","0.0","","999.0","19454"
"Chase Anderson","DET","4","5","20.0","1","2","1","0","0","21","12","4","14","8","1.45","6.43","3.46","5.51","5.56","","0.1","0.0","","999.0","6895"
"Alec Bettinger","MIL","2","7","19.0","1","1","1","0","1","20","11","4","16","6","1.41","7.54","2.99","5.22","5.15","","0.1","0.0","","999.0","20312"
"Carl Edwards Jr.","WSN","0","18","16.0","1","1","0","0","0","13","7","2","17","8","1.35","10.05","4.72","4.14","4.39","","0.1","0.1","","999.0","13607"
"Jake Brentz","KCR","0","58","55.0","2","2","0","5","12","47","26","6","60","35","1.51","9.88","5.82","4.26","4.51","","0.1","0.2","","600.1","17783"
"Anthony Kay","TOR","1","11","18.0","1","1","0","0","1","18","10","3","18","9","1.44","9.00","4.39","4.72","4.70","","0.1","0.0","","999.0","20387"
"Tyler Beede","SFG","2","30","39.0","2","2","1","0","1","40","23","5","37","21","1.56","8.49","4.90","5.17","4.86","","0.1","-0.2","","592.4","16981"
"Ryan Hendrix","CIN","0","37","36.0","2","1","0","0","1","33","18","5","39","17","1.40","9.86","4.29","4.44","4.52","","0.1","0.1","","999.0","19535"
"Richard Rodríguez","","0","30","30.0","2","2","0","1","0","29","15","6","26","8","1.24","7.78","2.43","4.48","4.80","","0.1","0.0","","582.4","13549"
"Adam Kolarek","OAK","0","17","16.0","1","1","0","0","1","16","7","1","10","5","1.33","5.73","3.00","3.83","4.20","","0.1","0.2","","999.0","10843"
"Jake Newberry","PHI","0","10","12.0","0","0","0","0","0","11","6","2","12","5","1.35","9.56","3.73","4.30","4.32","","0.1","0.1","","999.0","15136"
"Tanner Roark","","4","5","26.0","1","2","2","0","0","28","16","5","20","11","1.51","7.01","3.91","5.54","5.54","","0.1","0.0","","999.0","8753"
"Ryan Mason","MIN","0","5","6.0","0","0","0","0","0","6","3","1","5","2","1.25","8.56","2.48","4.00","3.73","","0.1","0.0","","999.0","sa856254"
"Collin Snider","KCR","0","17","18.0","1","1","0","0","0","20","9","2","14","5","1.36","6.99","2.51","4.52","4.36","","0.1","0.0","","999.0","sa3004093"
"Jesse Chavez","CHC","1","53","57.0","2","2","0","0","10","59","30","10","56","18","1.36","8.85","2.90","4.83","4.67","","0.1","-0.1","","999.0","5448"
"Oliver Ortega","LAA","0","13","14.0","1","0","0","0","1","12","6","2","15","7","1.33","9.52","4.27","4.02","4.34","","0.1","0.1","","999.0","21025"
"Kyle Barraclough","LAA","0","17","18.0","1","0","0","0","1","15","8","3","21","9","1.36","10.98","4.73","4.20","4.41","","0.1","0.1","","999.0","13713"
"Garrett Cleavinger","LAD","0","14","13.0","1","0","0","0","1","11","6","2","16","7","1.38","10.98","5.03","3.98","4.24","","0.1","0.1","","999.0","17897"
"Sam Selman","OAK","0","28","28.0","1","1","0","0","1","23","13","3","30","17","1.43","9.47","5.35","4.29","4.60","","0.1","0.0","","999.0","13397"
"Andre Jackson","LAD","3","6","23.0","1","1","1","0","0","24","14","4","21","11","1.50","8.18","4.39","5.34","5.33","","0.1","0.0","","601.0","21298"
"Ty Buttrey","LAA","0","13","13.0","0","0","0","0","1","13","6","2","13","5","1.35","8.63","3.31","4.42","4.34","","0.1","0.0","","999.0","14719"
"Alex Faedo","DET","1","5","7.0","0","0","0","0","0","6","3","1","7","2","1.26","8.88","2.90","4.57","4.69","","0.1","0.0","","999.0","sa829855"
"Jonathan Stiever","CHW","2","13","19.0","1","1","1","0","1","19","11","4","18","6","1.33","8.43","2.75","5.03","5.08","","0.1","0.0","","999.0","24584"
"Jimmy Lambert","CHW","3","18","30.0","2","2","1","0","1","30","17","6","30","13","1.42","9.08","3.81","5.13","5.11","","0.1","-0.1","","999.0","19541"
"Luis Cessa","CIN","0","60","66.0","2","2","0","4","13","69","35","11","56","22","1.38","7.65","3.00","4.74","4.72","","0.1","-0.2","","572.7","13345"
"Dylan File","MIL","1","6","11.0","1","1","0","0","0","12","6","2","9","3","1.36","7.23","2.42","5.04","4.85","","0.1","0.0","","999.0","sa3004197"
"Tyler Ivey","HOU","1","2","7.0","0","0","1","0","0","7","4","1","6","2","1.28","7.91","3.07","4.44","4.81","","0.1","0.0","","999.0","20237"
"Ian Gibaut","CLE","0","20","22.0","1","1","0","0","1","21","11","3","23","10","1.39","9.14","4.17","4.40","4.54","","0.1","0.0","","999.0","17871"
"Jason Adam","TBR","0","6","6.0","0","0","0","0","9","5","3","1","7","2","1.28","11.46","4.07","4.11","4.15","","0.1","0.0","","600.8","11861"
"Joey Wentz","DET","2","2","10.0","0","1","1","0","0","10","6","2","8","4","1.47","7.36","3.91","5.28","5.31","","0.1","0.0","","999.0","sa917946"
"Scott Kazmir","","5","7","27.0","1","2","2","0","0","28","16","5","24","13","1.54","7.90","4.38","5.52","5.52","","0.1","-0.1","","999.0","4897"
"Brian Howard","OAK","1","3","6.0","0","0","0","0","0","6","3","1","5","2","1.34","7.32","3.29","4.62","4.74","","0.1","0.1","","999.0","sa918377"
"AJ Ramos","LAA","0","14","16.0","1","0","0","0","0","13","8","2","17","8","1.35","9.96","4.61","4.32","4.65","","0.1","0.1","","999.0","8350"
"Trevor Hildenberger","SFG","0","8","8.0","0","0","0","0","1","8","4","1","7","3","1.35","8.04","2.83","4.46","4.05","","0.1","0.0","","999.0","17002"
"Eduard Bazardo","BOS","0","6","6.0","0","0","0","0","1","6","3","1","7","2","1.23","9.84","2.69","4.17","4.04","","0.1","0.0","","999.0","20997"
"Charlie Barnes","","3","4","18.0","1","1","1","0","0","20","11","3","11","7","1.55","5.43","3.63","5.59","5.36","","0.1","0.0","","999.0","19865"
"Ben Bowden","COL","0","25","24.0","1","1","0","0","1","23","13","4","27","12","1.46","10.03","4.39","4.85","4.61","","0.1","-0.1","","999.0","20198"
"Edwin Uceta","ARI","0","6","7.0","0","0","0","0","1","6","3","1","8","3","1.31","9.86","3.61","4.20","4.24","","0.1","0.0","","999.0","20539"
"Miguel Sánchez","MIL","0","22","21.0","1","1","0","0","1","21","11","3","20","9","1.36","8.47","3.57","4.58","4.62","","0.1","-0.1","","999.0","20074"
"Michel Baez","SDP","0","8","9.0","0","0","0","0","0","8","4","1","10","4","1.32","9.81","3.68","4.35","4.41","","0.0","0.0","","999.0","20100"
"Julian Merryweather","TOR","0","47","50.0","2","2","0","2","5","50","27","9","51","19","1.39","9.21","3.38","4.91","4.72","","0.0","-0.2","","589.7","16703"
"Tayler Saucedo","TOR","0","19","18.0","1","1","0","0","1","18","9","2","17","8","1.40","8.29","3.86","4.33","4.36","","0.0","0.0","","999.0","17888"
"Ralph Garza Jr.","BOS","0","25","27.0","1","1","0","0","1","25","14","4","27","13","1.43","9.32","4.48","4.68","4.64","","0.0","0.0","","999.0","17682"
"Jordan Yamamoto","NYM","2","9","17.0","1","1","1","0","1","17","10","3","15","7","1.42","8.02","3.76","5.02","5.13","","0.0","0.0","","999.0","17585"
"Ryan Weiss","ARI","0","6","7.0","0","0","0","0","0","7","3","1","7","2","1.32","8.54","2.96","4.33","4.14","","0.0","0.0","","999.0","sa3007778"
"Nick Vincent","ATL","0","16","19.0","1","0","0","0","0","19","10","3","18","6","1.35","8.65","2.77","4.84","4.67","","0.0","-0.1","","999.0","7555"
"Jake Faria","MIN","0","11","12.0","1","0","0","0","1","11","6","2","12","5","1.39","9.09","3.96","4.66","4.55","","0.0","0.0","","999.0","13699"
"Ray Kerr","SDP","0","11","11.0","0","0","0","0","0","10","5","1","12","6","1.41","9.34","4.51","4.10","4.23","","0.0","0.0","","999.0","sa3005362"
"Angel Rondón","STL","0","9","10.0","0","0","0","0","1","9","5","2","10","4","1.28","8.48","3.49","4.12","4.53","","0.0","0.0","","999.0","22036"
"Tyler Danish","BOS","0","15","16.0","1","0","0","0","1","17","8","2","14","6","1.44","8.05","3.40","4.77","4.42","","0.0","0.0","","999.0","15126"
"Louis Head","MIA","0","39","41.0","1","1","0","0","4","40","22","6","42","19","1.44","9.18","4.09","4.83","4.71","","0.0","-0.2","","600.8","13259"
"Nick Neidert","MIA","1","20","33.0","1","1","0","0","0","34","18","5","26","13","1.42","7.00","3.47","4.86","4.95","","0.0","0.0","","999.0","18699"
"Thomas Szapucki","NYM","1","2","6.0","0","0","0","0","0","6","3","1","6","3","1.47","8.40","4.42","4.88","4.89","","0.0","0.0","","999.0","21065"
"Andrew Miller","","0","43","40.0","2","2","0","0","0","37","19","6","39","17","1.35","8.67","3.92","4.29","4.62","","0.0","0.1","","999.0","6785"
"Víctor Arano","WSN","0","6","6.0","0","0","0","0","0","6","3","1","7","2","1.24","9.67","2.70","4.28","4.24","","0.0","0.0","","999.0","15915"
"Kohl Stewart","","1","5","7.0","0","0","0","0","0","8","4","1","6","3","1.50","6.96","4.10","4.79","4.66","","0.0","0.0","","999.0","15502"
"Miguel Romero","OAK","0","12","13.0","0","0","0","0","0","12","6","2","11","5","1.33","7.97","3.79","4.21","4.54","","0.0","0.1","","999.0","sa3003109"
"Jake Latz","TEX","1","2","6.0","0","0","0","0","0","6","3","1","6","3","1.40","8.05","3.90","4.82","4.97","","0.0","0.0","","999.0","21306"
"Justin Grimm","OAK","0","28","29.0","1","1","0","0","5","25","15","5","33","15","1.39","10.49","4.61","4.62","4.66","","0.0","0.0","","999.0","11720"
"José Ruiz","CHW","0","52","54.0","2","2","0","0","11","51","28","9","53","24","1.39","8.79","3.99","4.70","4.82","","0.0","-0.2","","999.0","14552"
"Yennsy Díaz","NYM","0","17","18.0","1","1","0","0","1","16","9","3","18","9","1.37","8.70","4.45","4.35","4.81","","0.0","0.0","","999.0","20218"
"Cory Abbott","CHC","3","8","27.0","1","1","1","0","0","27","16","5","26","13","1.47","8.70","4.31","5.40","5.46","","0.0","0.0","","999.0","20277"
"Javy Guerra","SDP","0","22","22.0","1","1","0","0","1","22","11","3","19","8","1.37","7.74","3.34","4.55","4.60","","0.0","0.0","","999.0","17292"
"Corbin Martin","ARI","5","12","33.0","2","3","2","0","1","34","20","5","26","16","1.54","7.05","4.40","5.40","5.40","","0.0","0.0","","600.8","19884"
"Conner Menez","CHC","0","9","16.0","0","0","0","0","0","15","8","2","16","8","1.49","9.23","4.74","4.64","4.48","","0.0","0.0","","999.0","19199"
"Roel Ramírez","","0","13","7.0","1","0","0","0","0","6","3","1","7","3","1.35","9.35","3.86","4.28","4.41","","0.0","0.1","","999.0","16470"
"Domingo Tapia","KCR","0","49","51.0","2","2","0","1","4","55","28","6","41","23","1.53","7.26","4.13","4.95","4.66","","0.0","-0.3","","999.0","12178"
"Kevin Ginkel","ARI","0","11","9.0","0","0","0","0","0","9","5","1","10","4","1.33","9.37","3.47","4.47","4.45","","0.0","0.0","","999.0","19876"
"James McArthur","PHI","2","2","10.0","1","1","1","0","0","11","6","2","8","5","1.50","7.13","4.14","5.24","5.43","","0.0","0.0","","999.0","sa3007715"
"Kent Emanuel","PHI","0","9","12.0","0","0","0","0","1","12","6","2","10","4","1.40","7.94","3.25","4.45","4.37","","0.0","0.1","","999.0","15849"
"Ross Detwiler","","0","41","42.0","2","3","0","0","0","42","22","7","43","17","1.40","9.27","3.67","4.70","4.62","","0.0","-0.1","","999.0","2859"
"Julian Fernández","COL","0","20","20.0","1","1","0","0","1","19","11","3","18","10","1.46","8.06","4.34","4.74","4.68","","0.0","0.0","","598.7","18341"
"Blake Parker","STL","0","30","29.0","1","1","0","0","1","27","14","5","28","11","1.31","8.73","3.44","4.46","4.73","","0.0","0.0","","999.0","5224"
"Daniel Mengden","KCR","1","4","8.0","0","1","1","0","0","8","4","1","5","2","1.33","6.06","2.81","4.79","5.08","","0.0","0.1","","999.0","16980"
"Damon Jones","PHI","0","17","12.0","1","0","0","0","1","10","5","1","13","8","1.51","10.28","6.04","3.89","4.31","","0.0","0.2","","999.0","23310"
"Scott Oberg","COL","0","10","10.0","0","0","0","0","1","10","5","1","9","4","1.38","8.18","3.15","4.54","4.37","","0.0","-0.1","","999.0","13911"
"Elvin Rodriguez","DET","0","8","9.0","0","0","0","0","0","8","5","1","9","3","1.29","8.81","3.28","4.49","4.60","","0.0","0.0","","999.0","sa873437"
"Kaleb Ort","BOS","0","17","6.0","1","0","0","0","0","5","3","1","7","3","1.43","10.97","5.36","4.42","4.38","","0.0","0.0","","999.0","20061"
"Braxton Garrett","MIA","2","8","17.0","1","1","1","0","1","18","10","3","15","8","1.51","7.95","4.20","5.07","5.09","","0.0","0.0","","999.0","21844"
"Antonio Santos","NYM","0","10","17.0","0","0","0","0","0","18","9","3","14","5","1.40","7.84","2.96","4.76","4.58","","0.0","-0.1","","999.0","20383"
"Aníbal Sánchez","WSN","19","19","104.0","5","8","8","0","0","117","68","23","76","40","1.51","6.64","3.43","5.92","5.83","","0.0","-0.5","","598.7","3284"
"Yency Almonte","LAD","0","30","30.0","1","1","0","0","1","28","15","5","29","12","1.34","8.78","3.68","4.54","4.73","","0.0","0.0","","999.0","15068"
"Anderson Severino","CHW","0","14","14.0","1","0","0","0","0","13","7","1","14","8","1.51","8.86","5.44","4.29","4.45","","0.0","0.1","","999.0","sa838671"
"Shaun Anderson","TOR","0","5","8.0","0","0","0","0","1","8","4","1","7","3","1.35","7.99","3.30","4.55","4.60","","0.0","0.0","","999.0","19453"
"Gerardo Carrillo","WSN","0","5","6.0","0","0","0","0","0","6","3","1","6","3","1.42","8.40","4.62","4.17","4.43","","0.0","0.0","","999.0","sa3002790"
"Tanner Anderson","","2","3","9.0","0","1","1","0","0","11","6","1","5","4","1.57","4.58","3.63","5.36","5.25","","0.0","0.0","","999.0","18029"
"Lucas Gilbreath","COL","0","49","50.0","2","2","0","0","6","51","27","7","47","24","1.49","8.47","4.26","4.79","4.62","","0.0","-0.2","","596.4","21290"
"Luis Avilán","WSN","0","18","16.0","1","1","0","0","0","16","8","2","16","7","1.44","8.88","4.06","4.73","4.58","","0.0","0.0","","999.0","2882"
"Yoan López","NYM","0","19","19.0","1","1","0","0","1","18","9","3","18","7","1.29","8.63","3.20","4.43","4.75","","0.0","0.0","","999.0","17181"
"Taylor Williams","SFG","0","7","7.0","0","0","0","0","0","7","4","1","7","3","1.42","8.60","3.86","4.59","4.39","","0.0","0.0","","999.0","14899"
"Asher Wojciechowski","SEA","4","4","23.0","1","2","2","0","0","23","14","5","20","9","1.43","8.02","3.62","5.61","5.83","","0.0","0.0","","999.0","10836"
"Jose Marte","LAA","0","9","10.0","0","0","0","0","1","9","5","1","11","6","1.49","10.16","5.47","4.45","4.53","","0.0","0.0","","999.0","21761"
"Shane Greene","LAD","0","23","22.0","1","1","0","0","0","22","11","4","21","8","1.32","8.43","3.08","4.61","4.76","","0.0","0.0","","999.0","10756"
"J.B. Wendelken","ARI","0","54","56.0","2","2","0","1","12","58","31","9","52","23","1.45","8.36","3.66","4.98","4.80","","0.0","-0.2","","600.8","14506"
"Cooper Criswell","LAA","2","4","12.0","1","1","1","0","0","13","7","2","8","3","1.40","6.58","2.63","5.28","5.37","","0.0","0.1","","999.0","24975"
"Hunter Stratton","PIT","0","7","7.0","0","0","0","0","0","5","3","1","7","5","1.47","9.91","6.03","4.23","4.58","","0.0","0.1","","999.0","sa3004216"
"Paul Campbell","MIA","0","11","13.0","0","0","0","0","1","13","7","2","12","5","1.36","8.09","3.27","4.61","4.65","","0.0","0.0","","999.0","22248"
"Jake Petricka","MIN","0","12","12.0","0","0","0","0","0","13","6","2","11","5","1.41","7.82","3.42","4.57","4.46","","0.0","0.0","","999.0","10534"
"Ronald Bolaños","KCR","0","12","18.0","1","1","0","0","1","17","9","2","17","9","1.47","8.79","4.62","4.58","4.66","","0.0","0.0","","999.0","20041"
"Alberto Baldonado","WSN","0","12","10.0","0","0","0","0","0","9","5","1","10","5","1.47","9.64","4.90","4.50","4.56","","0.0","0.0","","999.0","11812"
"Humberto Mejía","ARI","1","8","12.0","1","1","0","0","1","13","7","2","10","4","1.41","7.54","3.22","5.22","5.16","","0.0","-0.1","","999.0","20739"
"Alan Rangel","ATL","1","3","8.0","1","1","0","0","0","8","4","1","6","3","1.41","7.34","3.07","5.16","5.17","","0.0","0.0","","999.0","sa877578"
"Nabil Crismatt","SDP","0","25","31.0","1","1","0","0","1","32","17","5","29","11","1.39","8.48","3.21","4.85","4.78","","0.0","-0.1","","999.0","17732"
"Hunter Strickland","CIN","0","56","55.0","2","2","0","1","10","52","29","10","53","22","1.35","8.74","3.69","4.70","4.88","","0.0","-0.1","","578.7","7836"
"Adam Conley","","0","16","17.0","1","1","0","0","0","16","8","2","15","7","1.38","8.22","3.97","4.51","4.80","","0.0","0.0","","999.0","14457"
"Cam Bedrosian","PHI","0","17","16.0","1","0","0","0","1","16","8","2","15","7","1.41","8.27","3.74","4.62","4.65","","0.0","0.0","","999.0","13360"
"Miguel Diaz","DET","0","10","12.0","0","0","0","0","1","11","6","2","13","6","1.41","9.53","4.55","4.62","4.67","","0.0","0.0","","999.0","18815"
"Dillon Maples","PHI","0","22","23.0","1","1","0","0","1","18","10","2","29","18","1.56","11.43","7.08","4.03","4.51","","0.0","0.2","","999.0","14672"
"Greg Holland","TEX","0","39","38.0","1","1","0","5","5","34","19","5","38","20","1.42","8.84","4.76","4.46","4.75","","0.0","0.0","","574.0","7196"
"Edgar Santana","","0","15","15.0","1","0","0","0","0","15","8","2","12","4","1.35","7.48","2.67","4.71","4.70","","0.0","0.0","","999.0","17355"
"Robert Dugger","TBR","1","3","6.0","0","0","0","0","0","7","4","1","5","2","1.42","7.43","3.41","5.18","5.24","","0.0","0.0","","999.0","19191"
"Dusten Knight","TBR","0","8","9.0","0","0","0","0","0","9","5","2","10","4","1.35","9.26","3.82","4.60","4.79","","0.0","0.0","","999.0","16537"
"Daniel Castano","MIA","0","4","6.0","0","0","0","0","1","6","3","1","4","2","1.37","6.53","2.87","4.41","4.42","","0.0","0.0","","999.0","19805"
"Blake Cederlind","PIT","0","15","15.0","1","1","0","0","1","13","7","2","14","8","1.44","8.50","4.80","4.50","4.72","","0.0","0.0","","999.0","20344"
"Austin Brice","PIT","0","13","13.0","0","0","0","0","1","13","7","2","13","5","1.35","8.41","3.49","4.64","4.73","","0.0","-0.1","","999.0","17237"
"Mason Thompson","WSN","0","25","24.0","1","1","0","0","1","23","12","3","22","11","1.42","8.36","4.11","4.63","4.77","","0.0","0.0","","999.0","21850"
"Alexander Vizcaíno","CHC","0","6","9.0","0","0","0","0","0","8","4","1","9","4","1.42","9.44","4.11","4.68","4.61","","0.0","0.0","","999.0","sa920272"
"Edgar García","","0","11","12.0","0","0","0","0","0","11","6","2","12","6","1.37","8.94","4.06","4.63","4.78","","0.0","0.0","","999.0","19276"
"Scott Blewett","KCR","0","5","9.0","0","0","0","0","0","10","5","1","8","4","1.48","7.82","3.89","4.97","4.76","","0.0","-0.1","","999.0","16427"
"Reyes Moronta","LAD","0","8","7.0","0","0","0","0","0","6","4","1","7","4","1.40","9.72","4.76","4.58","4.81","","0.0","0.0","","999.0","14966"
"Matt Bowman","NYY","0","7","7.0","0","0","0","0","0","7","4","1","6","2","1.39","7.75","3.15","4.59","4.52","","0.0","0.0","","999.0","13528"
"Austin Pruitt","OAK","0","18","18.0","1","1","0","0","1","20","10","3","16","5","1.36","7.59","2.40","4.94","4.66","","0.0","-0.1","","999.0","15290"
"Matt Moore","TEX","4","13","34.0","2","2","2","0","0","37","21","7","28","15","1.51","7.42","3.86","5.58","5.47","","0.0","-0.2","","999.0","1890"
"Deivi García","NYY","6","14","33.0","2","3","2","0","1","34","21","7","29","14","1.48","7.98","3.94","5.64","5.66","","0.0","-0.1","","599.8","20276"
"Bowden Francis","TOR","2","6","12.0","1","1","0","0","0","12","7","3","10","5","1.42","7.98","3.73","5.40","5.64","","0.0","-0.1","","999.0","sa918451"
"Justin Topa","MIL","0","16","16.0","1","1","0","0","1","17","9","3","14","6","1.42","7.91","3.09","5.01","4.75","","0.0","-0.1","","999.0","15145"
"Aaron Sanchez","WSN","7","14","43.0","2","3","2","0","1","48","27","7","27","20","1.59","5.57","4.22","5.59","5.53","","0.0","-0.2","","600.7","11490"
"Adonis Medina","PIT","0","3","7.0","0","0","0","0","0","7","4","1","6","3","1.44","7.20","4.01","4.75","4.84","","0.0","0.0","","999.0","19903"
"Jake Jewell","CLE","0","11","12.0","0","0","0","0","0","13","7","2","12","5","1.47","8.59","3.78","4.90","4.70","","0.0","0.0","","999.0","16958"
"Connor Overton","CIN","1","5","8.0","0","1","0","0","0","9","5","2","7","3","1.49","7.56","3.28","5.57","5.29","","0.0","-0.1","","999.0","18376"
"Jordan Lyles","BAL","26","27","148.0","8","13","11","0","0","166","94","34","117","55","1.49","7.12","3.33","5.72","5.80","","0.0","-0.5","","584.7","7593"
"Hansel Robles","BOS","0","54","53.0","2","2","0","4","6","51","29","9","55","22","1.40","9.41","3.83","4.91","4.80","","0.0","-0.2","","594.8","11801"
"Andrew Bellatti","PHI","0","5","6.0","0","0","0","0","0","6","3","1","6","2","1.40","9.88","3.68","5.06","5.01","","0.0","-0.1","","999.0","10657"
"Ryan Feltner","COL","6","17","44.0","2","3","2","0","1","51","29","8","34","19","1.60","7.07","3.95","5.96","5.47","","0.0","-0.4","","999.0","21446"
"Rafael Montero","HOU","0","43","46.0","2","1","0","1","9","47","25","7","43","20","1.45","8.43","3.82","4.93","4.81","","0.0","-0.2","","999.0","12760"
"Yoan Aybar","CHW","0","7","7.0","0","0","0","0","0","6","4","1","7","4","1.47","9.26","5.23","4.55","4.82","","0.0","0.0","","999.0","sa829086"
"Austin Voth","WSN","1","48","55.0","2","2","0","0","11","58","32","10","53","21","1.44","8.63","3.49","5.22","5.02","","0.0","-0.4","","600.4","15047"
"Reiss Knehr","SDP","1","3","8.0","0","1","0","0","0","9","5","1","6","4","1.52","6.94","4.18","5.56","5.60","","0.0","0.0","","999.0","21541"
"Robert Gsellman","CHC","0","20","23.0","1","1","0","0","1","25","13","3","16","8","1.46","6.36","3.02","5.08","4.77","","0.0","-0.1","","999.0","13696"
"Hunter Harvey","WSN","0","22","23.0","1","1","0","0","1","22","12","4","22","9","1.40","8.90","3.67","4.91","4.89","","0.0","0.0","","600.7","15507"
"Jimmy Cordero","NYY","0","6","5.0","0","0","0","0","0","5","3","1","4","3","1.49","7.75","4.36","4.88","4.92","","0.0","0.0","","999.0","15690"
"Luke Farrell","","0","7","8.0","0","0","0","0","0","8","4","1","8","4","1.48","9.47","4.59","5.19","5.02","","0.0","-0.1","","999.0","15101"
"Eric Yardley","CHC","0","23","23.0","1","1","0","0","0","25","12","3","15","8","1.47","5.75","3.27","4.81","4.75","","0.0","0.0","","999.0","15538"
"Riley O'Brien","CIN","0","10","11.0","1","0","0","0","1","10","6","2","12","6","1.46","9.32","4.97","4.73","4.95","","0.0","0.0","","999.0","20348"
"Jimmy Yacabonis","MIA","0","6","6.0","0","0","0","0","0","6","3","1","6","3","1.50","7.93","4.74","4.90","4.99","","0.0","-0.1","","999.0","15157"
"Félix Peña","NYM","0","11","11.0","0","0","0","0","1","11","6","2","10","4","1.39","8.23","3.50","4.91","4.98","","0.0","0.0","","999.0","13403"
"Ricardo Pinto","DET","0","6","7.0","0","0","0","0","1","7","4","1","6","3","1.49","7.58","4.16","5.19","5.12","","0.0","0.0","","999.0","16318"
"Daniel Ponce de Leon","","0","8","9.0","0","0","0","0","0","8","5","1","8","5","1.45","8.56","5.05","4.75","5.17","","0.0","0.0","","600.7","16110"
"Ty Blach","COL","2","10","16.0","1","1","1","0","1","21","11","3","9","6","1.67","5.01","3.25","6.21","5.33","","0.0","-0.2","","999.0","14361"
"Andrew Albers","","1","2","6.0","0","0","0","0","0","8","5","1","4","2","1.65","6.41","3.30","6.61","5.83","","0.0","-0.1","","999.0","7853"
"Marcos Diplán","BAL","0","6","7.0","0","0","0","0","1","6","4","1","7","4","1.57","9.33","5.83","4.82","5.05","","0.0","0.0","","999.0","17583"
"Janson Junk","LAA","3","6","20.0","1","1","1","0","1","21","12","4","16","8","1.49","7.06","3.74","5.52","5.69","","0.0","0.0","","999.0","23301"
"Zack Burdi","","0","20","25.0","1","1","0","0","0","23","13","4","28","12","1.41","9.77","4.43","4.78","4.92","","0.0","-0.1","","999.0","19159"
"Matt Peacock","ARI","0","15","19.0","1","1","0","0","1","20","10","2","12","7","1.47","5.66","3.40","4.65","4.71","","0.0","0.0","","999.0","20339"
