"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","ADP","playerid"
"Joey Lucchesi","PIT","4","4","0","1","4.15","13","18","64.0","61","29","9","63","22","1.30","8.95","3.17","4.28","0.8","571.8","19320"
"David Robertson","","3","2","0","0","3.47","0","38","38.0","30","15","4","49","16","1.22","11.71","3.88","3.48","0.8","600.9","8241"
"Rafael Dolis","TOR","5","3","9","10","3.83","0","62","62.0","55","26","7","68","27","1.32","9.80","3.95","4.00","0.8","534.3","4185"
"Adam Ottavino","BOS","5","4","7","12","4.04","0","66","66.0","55","30","8","83","38","1.40","11.38","5.12","4.04","0.7","356.5","1247"
"Jose Alvarado","PHI","4","3","6","10","3.64","0","58","58.0","46","23","6","74","32","1.36","11.52","5.03","3.69","0.7","490.8","17780"
"Keone Kela","SDP","4","2","1","13","3.35","0","58","58.0","44","22","7","77","23","1.16","11.87","3.53","3.42","0.7","581.0","14696"
"Jordan Lyles","TEX","5","8","0","1","5.39","21","44","107.0","116","64","21","93","40","1.45","7.78","3.37","5.25","0.7","598.7","7593"
"Matt Wisler","SFG","3","3","4","13","4.08","0","62","62.0","59","28","8","64","19","1.26","9.32","2.76","3.94","0.7","593.2","12804"
"Alex Reyes","STL","4","3","14","9","3.85","0","62","62.0","51","26","7","76","33","1.36","11.04","4.83","3.96","0.7","396.3","15015"
"Scott Barlow","KCR","3","3","1","16","4.06","0","65","65.0","56","29","8","77","30","1.33","10.60","4.19","4.01","0.7","568.8","14993"
"Cal Quantrill","CLE","6","6","0","1","4.88","16","51","100.0","106","54","17","86","32","1.39","7.78","2.90","4.76","0.7","523.2","19312"
"Justin Dunn","SEA","5","7","0","0","5.12","21","21","106.0","105","60","19","99","50","1.47","8.39","4.27","5.32","0.7","582.7","19268"
"Corbin Martin","","4","4","0","0","4.68","15","15","70.0","69","36","11","68","29","1.41","8.80","3.75","4.70","0.7","590.2","19884"
"Aaron Sanchez","SFG","6","7","0","1","4.65","19","35","103.0","105","53","12","90","52","1.52","7.80","4.52","4.65","0.7","568.8","11490"
"Michael Kopech","CHW","6","5","0","3","4.60","13","49","94.0","87","48","14","99","47","1.43","9.47","4.54","4.72","0.7","421.5","17282"
"Spencer Howard","","5","4","0","1","4.58","13","38","78.0","74","40","13","83","31","1.34","9.56","3.54","4.59","0.7","999.0","23252"
"Garrett Crochet","CHW","3","2","0","10","3.28","0","53","53.0","42","19","6","68","20","1.15","11.52","3.32","3.37","0.7","999.0","27463"
"Jorge Lopez","BAL","4","5","0","1","5.07","15","40","83.0","88","47","14","68","31","1.43","7.32","3.37","5.11","0.7","600.8","14527"
"Randy Dobnak","MIN","6","6","0","1","4.62","15","51","94.0","105","48","12","63","27","1.40","5.99","2.61","4.63","0.7","531.3","23798"
"Mike Mayers","LAA","3","3","4","13","4.17","0","63","63.0","57","29","9","69","24","1.28","9.93","3.36","4.19","0.7","569.9","15451"
"Nick Pivetta","BOS","5","5","0","1","5.19","18","30","83.0","88","48","14","75","33","1.45","8.13","3.57","4.90","0.6","554.0","15454"
"Dylan Floro","MIA","4","3","3","15","3.82","0","64","64.0","63","27","6","54","21","1.31","7.57","2.94","3.88","0.6","598.5","13394"
"Adbert Alzolay","CHC","5","5","0","1","4.83","19","23","82.0","77","44","14","88","40","1.44","9.70","4.45","4.86","0.6","448.3","17859"
"Jeff Samardzija","","5","6","0","0","5.27","16","16","90.0","96","53","18","69","26","1.37","6.95","2.65","5.27","0.6","600.8","3254"
"Mike Fiers","OAK","7","10","0","0","5.11","26","26","141.0","151","80","27","100","43","1.38","6.39","2.77","5.42","0.6","585.1","7754"
"Daniel Norris","DET","5","5","1","12","4.49","5","65","79.0","80","40","12","75","26","1.34","8.51","2.94","4.38","0.6","599.3","13475"
"Jose Urena","DET","4","6","0","1","4.87","16","48","97.0","100","52","15","74","36","1.41","6.91","3.37","5.05","0.6","596.9","11589"
"Corey Knebel","LAD","3","2","1","14","3.67","0","59","59.0","47","24","8","78","28","1.26","11.90","4.24","3.82","0.6","575.6","15010"
"Josh Fleming","TBR","4","4","0","1","4.36","15","25","68.0","73","33","9","47","18","1.34","6.24","2.40","4.53","0.6","563.5","20418"
"Tony Gonsolin","LAD","6","5","0","7","4.40","13","61","100.0","92","49","17","107","38","1.30","9.64","3.44","4.58","0.6","263.5","19388"
"Braxton Garrett","","4","4","0","0","4.36","13","13","67.0","65","32","8","62","32","1.45","8.42","4.29","4.54","0.6","599.8","21844"
"Logan Gilbert","SEA","3","4","0","0","4.62","11","11","59.0","57","30","10","57","20","1.33","8.73","3.15","4.76","0.6","498.7","sa3008598"
"Bruce Zimmermann","BAL","6","8","0","0","5.29","21","21","115.0","123","67","21","92","51","1.52","7.23","3.98","5.51","0.6","999.0","20370"
"Jordan Romano","TOR","3","3","18","7","4.02","0","60","60.0","53","27","9","68","23","1.26","10.18","3.39","4.22","0.6","298.7","16122"
"Matt Moore","PHI","7","8","0","0","5.31","24","24","117.0","124","69","25","109","43","1.43","8.37","3.34","5.35","0.6","563.4","1890"
"Tyler Duffey","MIN","3","3","2","15","4.01","0","62","62.0","57","28","9","67","19","1.24","9.75","2.82","4.01","0.6","580.4","13758"
"Hector Neris","PHI","4","3","15","8","4.02","0","65","65.0","56","29","10","79","26","1.26","10.99","3.59","4.18","0.6","277.5","11804"
"Paul Fry","BAL","3","3","1","11","3.96","0","58","58.0","53","26","7","61","27","1.37","9.49","4.18","4.16","0.6","999.0","15832"
"Kevin Ginkel","ARI","3","3","2","15","4.07","0","60","60.0","51","27","8","77","29","1.32","11.58","4.29","4.03","0.6","598.5","19876"
"Evan Marshall","CHW","4","3","0","16","3.86","0","60","60.0","57","26","7","57","23","1.33","8.56","3.39","4.04","0.6","599.5","12297"
"Richard Rodriguez","PIT","4","4","21","6","3.97","0","65","65.0","59","29","10","72","22","1.24","10.04","2.99","4.08","0.6","197.3","13549"
"Matthew Manning","DET","2","3","0","0","4.64","8","8","43.0","43","22","7","40","17","1.40","8.33","3.62","4.70","0.5","999.0","sa917924"
"Jake McGee","SFG","4","3","14","11","3.72","0","63","63.0","56","26","9","71","20","1.21","10.20","2.80","3.84","0.5","272.5","7550"
"Daniel Bard","COL","6","5","23","3","4.66","0","63","63.0","59","33","8","72","33","1.45","10.30","4.66","4.45","0.5","253.4","7115"
"Jonathan Loaisiga","NYY","4","3","0","14","3.98","0","64","64.0","59","28","9","72","23","1.27","10.08","3.23","4.06","0.5","592.5","19753"
"Lucas Sims","CIN","3","3","7","11","4.37","0","63","63.0","54","31","11","83","29","1.31","11.85","4.13","4.42","0.5","443.1","13470"
"Bryse Wilson","","5","3","0","1","4.44","10","38","67.0","67","33","10","64","21","1.31","8.60","2.85","4.41","0.5","591.1","19990"
"Alec Mills","CHC","5","6","0","1","4.91","18","43","96.0","100","53","17","83","33","1.39","7.74","3.10","4.92","0.5","534.7","13834"
"Luis Patino","TBR","4","4","0","1","4.54","11","27","61.0","56","31","9","64","33","1.45","9.33","4.82","4.72","0.5","558.4","22815"
"Kyle Wright","","5","4","0","1","4.65","13","28","67.0","67","35","9","64","29","1.43","8.62","3.91","4.54","0.5","563.1","19665"
"Mark Melancon","SDP","4","3","5","14","3.79","0","62","62.0","61","26","7","54","19","1.29","7.87","2.71","3.93","0.5","257.6","4264"
"David Phelps","TOR","5","4","2","13","3.98","0","64","64.0","57","28","9","72","26","1.30","10.11","3.61","4.05","0.5","600.3","6316"
"Cristian Javier","HOU","5","6","0","0","5.10","19","19","93.0","84","53","19","106","50","1.44","10.26","4.86","5.35","0.5","241.6","17606"
"Drew Rasmussen","MIL","4","3","0","11","4.04","5","63","77.0","66","35","11","96","38","1.34","11.17","4.41","4.15","0.5","600.7","25385"
"Phil Maton","CLE","4","3","0","13","3.90","0","58","58.0","52","25","8","67","21","1.25","10.47","3.20","3.86","0.5","600.3","18064"
"Alex Colome","MIN","4","3","20","7","4.08","0","65","65.0","62","29","8","58","24","1.33","8.01","3.35","4.28","0.5","165.1","6661"
"Trent Thornton","TOR","4","4","0","1","4.65","8","36","66.0","67","34","11","61","22","1.35","8.37","3.01","4.57","0.5","600.9","17948"
"Victor Gonzalez","LAD","3","2","0","18","3.71","0","62","62.0","57","26","7","61","23","1.29","8.84","3.36","3.97","0.5","598.1","16408"
"Anthony Bass","MIA","4","3","22","6","4.04","0","63","63.0","61","28","7","56","23","1.33","8.03","3.31","4.16","0.5","238.4","7982"
"Tyler Rogers","SFG","4","3","8","13","3.87","0","63","63.0","62","27","5","52","24","1.37","7.40","3.40","3.97","0.5","585.8","15541"
"Taylor Hearn","TEX","4","5","4","11","4.94","5","69","83.0","77","46","15","95","44","1.46","10.20","4.79","4.95","0.5","600.1","18325"
"Yimi Garcia","MIA","4","4","7","10","4.15","0","63","63.0","58","29","10","65","20","1.24","9.25","2.86","4.30","0.5","441.1","12095"
"Shane Greene","","2","2","0","0","4.13","0","44","44.0","42","20","6","43","16","1.30","8.71","3.20","4.33","0.5","599.6","10756"
"Tanner Houck","","5","6","0","0","5.28","16","16","79.0","82","46","12","67","39","1.55","7.68","4.47","5.19","0.5","552.9","19879"
"Reynaldo Lopez","","5","5","0","1","4.81","10","44","79.0","79","42","14","72","29","1.36","8.15","3.30","4.96","0.5","598.9","16400"
"Miguel Castro","NYM","3","3","0","17","3.82","0","62","62.0","53","26","6","66","30","1.34","9.60","4.38","3.99","0.5","999.0","15684"
"Jordan Hicks","STL","3","3","0","10","3.44","0","56","56.0","46","21","5","67","26","1.29","10.74","4.23","3.60","0.4","188.4","19618"
"Pierce Johnson","SDP","4","3","0","12","3.74","0","57","57.0","48","24","7","67","25","1.27","10.57","3.87","3.77","0.4","600.1","13435"
"John Gant","STL","5","5","0","1","4.28","10","45","74.0","69","35","9","68","34","1.40","8.32","4.15","4.46","0.4","582.3","13684"
"Daulton Jefferies","OAK","2","2","0","1","4.23","6","30","50.0","49","23","8","46","14","1.25","8.38","2.44","4.37","0.4","533.6","19345"
"Daniel Ponce de Leon","STL","5","5","0","1","4.48","13","37","76.0","67","38","11","83","39","1.39","9.88","4.65","4.68","0.4","552.7","16110"
"Logan Allen","CLE","6","7","0","1","5.11","21","49","112.0","116","64","20","102","50","1.48","8.14","4.02","5.19","0.4","552.5","18555"
"Brusdar Graterol","LAD","4","2","2","11","3.41","0","52","52.0","47","20","5","51","17","1.24","8.82","3.02","3.60","0.4","547.1","20367"
"Homer Bailey","","3","4","0","0","5.17","11","11","59.0","65","34","11","49","21","1.44","7.37","3.14","5.08","0.4","599.8","8362"
"Nicholas Lodolo","CIN","0","0","0","0","4.13","6","6","26.0","24","12","4","26","8","1.25","8.88","2.93","4.22","0.4","999.0","sa917947"
"Jeff Hoffman","CIN","4","5","0","11","4.82","6","60","80.0","78","43","14","85","34","1.40","9.60","3.84","4.72","0.4","599.0","17432"
"Brandon Workman","CHC","4","4","2","16","3.98","0","61","61.0","52","27","8","73","31","1.36","10.72","4.57","4.07","0.4","565.3","11428"
"Dellin Betances","NYM","4","3","2","13","3.67","0","58","58.0","45","24","7","77","32","1.33","11.99","5.03","3.96","0.4","600.3","6216"
"Codi Heuer","CHW","4","3","0","13","4.01","0","58","58.0","55","26","7","55","21","1.32","8.50","3.30","4.15","0.4","599.0","23293"
"Stefan Crichton","ARI","3","3","11","10","4.18","0","63","63.0","62","29","8","59","23","1.36","8.43","3.35","4.22","0.4","336.9","16058"
"Trevor Rosenthal","OAK","3","2","26","3","3.99","0","62","62.0","47","27","7","82","42","1.44","11.96","6.10","4.21","0.4","102.8","10745"
"Hyun-jong Yang","TEX","0","0","0","0","4.38","5","37","51.0","48","25","7","54","22","1.34","9.44","3.76","4.40","0.4","999.0","sa3012054"
"Brent Suter","MIL","3","3","1","14","3.97","0","64","64.0","61","28","10","64","16","1.20","8.98","2.18","4.14","0.4","574.1","13942"
"Wander Suero","WSN","4","3","1","14","4.32","0","60","60.0","58","29","8","61","23","1.34","9.21","3.43","4.25","0.4","999.0","15855"
"Tyler Matzek","ATL","4","3","1","13","3.80","0","58","58.0","46","25","7","78","34","1.38","12.14","5.25","3.94","0.4","594.8","10058"
"Josh Sborz","TEX","3","3","3","10","4.27","0","58","58.0","53","28","9","64","25","1.34","9.88","3.81","4.32","0.4","999.0","18323"
"Richard Bleier","MIA","3","3","1","12","3.69","0","59","59.0","62","24","5","39","14","1.29","5.91","2.14","3.90","0.4","999.0","7803"
"Sean Doolittle","CIN","4","4","5","13","4.49","0","58","58.0","56","29","11","63","17","1.24","9.78","2.59","4.57","0.4","575.5","1581"
"Collin McHugh","TBR","3","3","1","12","4.10","2","62","66.0","60","30","10","72","26","1.29","9.68","3.48","4.24","0.4","599.1","7531"
"Buck Farmer","DET","3","4","3","13","4.46","0","62","62.0","62","31","9","56","25","1.40","8.14","3.66","4.57","0.4","600.8","14814"
"Brett Martin","TEX","2","2","0","8","4.05","0","48","48.0","47","22","6","45","19","1.36","8.42","3.53","4.17","0.4","999.0","17369"
"Felix Pena","LAA","3","3","1","15","4.24","0","58","58.0","54","27","9","62","20","1.29","9.59","3.16","4.34","0.4","601.0","13403"
"Tanner Rainey","WSN","4","3","9","11","4.26","0","62","62.0","48","29","8","88","42","1.46","12.73","6.16","4.33","0.4","496.0","17610"
"Josh Staumont","KCR","3","4","10","9","4.44","0","63","63.0","53","31","7","76","43","1.52","10.81","6.08","4.53","0.4","532.4","18335"
"Jimmy Nelson","LAD","4","3","0","10","4.04","3","51","61.0","57","27","8","64","24","1.32","9.47","3.50","4.21","0.4","597.3","10547"
"Kolby Allard","","2","3","0","1","4.91","6","24","47.0","48","26","8","41","19","1.44","7.89","3.64","4.92","0.4","600.5","18694"
"Connor Seabold","","2","2","0","0","5.00","6","6","35.0","37","19","6","31","11","1.38","7.98","2.88","4.79","0.3","999.0","sa829464"
"Anibal Sanchez","","6","7","0","0","5.37","18","18","98.0","108","59","20","81","34","1.44","7.44","3.11","5.33","0.3","600.8","3284"
"Reyes Moronta","SFG","4","3","11","9","3.78","0","58","58.0","46","24","6","72","32","1.36","11.16","5.01","3.95","0.3","565.0","14966"
"Justin Wilson","NYY","4","2","0","9","4.02","0","50","50.0","42","22","6","61","27","1.38","10.90","4.80","4.16","0.3","600.8","4301"
"Jesse Hahn","KCR","3","3","8","9","4.32","0","56","56.0","53","27","6","53","26","1.42","8.50","4.23","4.27","0.3","599.3","13287"
"Ryan Thompson","TBR","3","3","4","14","4.19","0","64","64.0","63","30","8","55","22","1.33","7.69","3.08","4.31","0.3","999.0","16647"
"Sean Hjelle","SFG","2","2","0","0","4.26","5","5","26.0","27","12","3","20","9","1.38","7.04","3.06","4.24","0.3","999.0","sa3007989"
"Tyler Beede","SFG","2","3","0","0","4.69","8","8","39.0","38","20","5","38","18","1.45","8.95","4.18","4.62","0.3","600.9","16981"
"Tim Hill","SDP","3","2","0","10","3.58","0","53","53.0","48","21","5","51","19","1.27","8.68","3.22","3.76","0.3","999.0","16814"
"David Bednar","PIT","3","3","4","10","4.16","0","58","58.0","53","27","7","63","27","1.37","9.74","4.15","4.18","0.3","594.7","19569"
"Michael Feliz","PIT","2","3","3","13","4.54","0","60","60.0","55","30","9","68","29","1.39","10.15","4.30","4.49","0.3","600.6","11903"
"Chase Anderson","PHI","4","5","0","1","5.08","16","34","83.0","83","47","18","77","30","1.36","8.32","3.22","5.37","0.3","595.8","6895"
"Matt Andriese","BOS","4","4","0","18","4.64","0","67","67.0","67","35","11","67","24","1.36","8.96","3.18","4.46","0.3","599.5","12022"
"Alex Claudio","LAA","3","3","1","13","4.10","0","60","60.0","63","27","6","41","19","1.37","6.12","2.88","4.30","0.3","999.0","12890"
"Luke Jackson","ATL","3","2","0","9","4.01","0","50","50.0","47","22","6","54","22","1.38","9.73","3.89","3.94","0.3","600.5","11752"
"Eric Lauer","MIL","3","3","0","1","4.83","10","18","52.0","53","28","9","50","20","1.40","8.64","3.49","4.87","0.3","600.8","19316"
"Brent Honeywell","TBR","3","3","0","0","4.83","6","18","45.0","51","24","7","35","15","1.46","7.02","3.07","4.73","0.3","999.0","sa828706"
"Aaron Loup","NYM","3","2","0","10","3.62","0","52","52.0","48","21","6","54","18","1.25","9.39","3.06","3.86","0.3","600.9","10343"
"Matt Bush","TEX","4","3","10","10","4.53","0","61","61.0","59","31","10","61","25","1.37","9.00","3.62","4.67","0.3","545.1","1246"
"Nick Wittgren","CLE","3","3","9","11","4.29","0","66","66.0","63","31","11","69","22","1.29","9.38","3.06","4.39","0.3","403.1","15594"
"Eric Yardley","MIL","3","3","0","12","4.14","0","63","63.0","65","29","7","48","22","1.38","6.84","3.14","4.35","0.3","999.0","15538"
"Erick Fedde","WSN","3","4","0","1","5.04","11","32","66.0","73","37","10","51","26","1.50","6.89","3.54","5.02","0.3","600.8","17425"
"Miguel Yajure","PIT","2","3","0","1","4.64","8","18","42.0","44","22","6","35","15","1.40","7.39","3.20","4.68","0.3","600.2","21111"
"Darren O'Day","NYY","3","3","1","16","4.23","0","62","62.0","55","29","11","70","24","1.27","10.14","3.41","4.54","0.3","600.2","3321"
"Tyler Chatwood","TOR","4","4","4","14","4.58","3","68","78.0","72","40","9","79","45","1.51","9.09","5.24","4.66","0.3","598.5","4338"
"Taylor Widener","ARI","4","5","0","3","4.82","10","48","77.0","73","41","12","81","36","1.41","9.45","4.16","4.76","0.3","600.6","19266"
"Josh Taylor","BOS","3","3","1","11","4.22","0","54","54.0","49","25","7","59","25","1.37","9.91","4.15","4.25","0.3","999.0","17359"
"Julio Teheran","DET","5","8","0","0","5.56","21","21","108.0","111","66","22","87","49","1.49","7.31","4.14","5.77","0.3","576.8","6797"
"Joe Smith","HOU","4","3","0","12","4.08","0","57","57.0","55","26","8","54","16","1.24","8.48","2.57","4.17","0.3","600.8","3281"
"Andrew Miller","STL","4","4","3","12","4.06","0","63","63.0","56","28","8","67","28","1.33","9.63","4.03","4.27","0.3","593.8","6785"
"Wade LeBlanc","BAL","2","4","0","1","5.51","10","26","55.0","62","34","12","39","17","1.43","6.35","2.80","5.56","0.3","999.0","5221"
"Anthony Misiewicz","SEA","3","4","2","15","4.45","0","62","62.0","61","31","10","60","20","1.31","8.64","2.94","4.57","0.3","600.8","18152"
"J.B. Wendelken","OAK","4","3","0","10","4.05","0","59","59.0","53","27","8","62","24","1.31","9.41","3.67","4.22","0.3","586.2","14506"
"Cole Sulser","BAL","4","3","2","10","4.48","0","56","56.0","52","28","9","59","26","1.39","9.45","4.16","4.64","0.3","599.2","15256"
"Carlos Estevez","COL","3","3","2","9","4.78","0","55","55.0","56","29","9","61","21","1.39","9.98","3.47","4.44","0.3","999.0","14542"
"Lewis Thorpe","","3","3","0","3","4.70","5","43","57.0","59","30","10","55","20","1.37","8.64","3.11","4.76","0.2","999.0","15906"
"Luis Garcia","HOU","3","3","0","0","4.86","10","10","47.0","45","25","7","48","27","1.52","9.13","5.16","5.08","0.2","591.3","23735"
"Lou Trivino","OAK","3","3","0","11","4.13","0","62","62.0","56","28","8","61","29","1.37","8.84","4.21","4.40","0.2","597.3","15043"
"Sam Selman","","3","3","0","9","3.90","0","50","50.0","40","22","6","61","26","1.33","10.97","4.70","3.98","0.2","999.0","13397"
"Seth Lugo","NYM","3","3","0","6","3.79","2","48","54.0","48","23","8","60","13","1.14","10.08","2.21","3.86","0.2","566.6","12447"
"Pedro Baez","HOU","3","3","1","13","4.35","0","60","60.0","54","29","10","62","25","1.33","9.30","3.79","4.68","0.2","597.5","5420"
"Rowan Wick","CHC","3","2","4","9","4.10","0","50","50.0","45","23","6","54","24","1.39","9.67","4.39","4.13","0.2","577.1","14646"
"Dillon Tate","BAL","3","3","3","10","4.69","0","60","60.0","62","31","8","47","22","1.40","7.00","3.35","4.78","0.2","600.7","17796"
"Ervin Santana","KCR","3","5","0","1","5.42","11","21","67.0","74","40","12","46","22","1.43","6.15","2.94","5.34","0.2","600.5","3200"
"Tyler Webb","STL","3","3","0","12","4.16","0","59","59.0","55","27","8","56","24","1.33","8.52","3.62","4.39","0.2","999.0","14974"
"Austin Voth","WSN","3","3","0","3","4.91","5","39","56.0","58","30","10","53","18","1.37","8.56","2.98","4.86","0.2","598.9","15047"
"Nick Margevicius","SEA","2","2","0","1","4.73","5","15","29.0","31","15","5","24","9","1.35","7.43","2.60","4.83","0.2","600.5","20395"
"Keynan Middleton","SEA","2","2","0","11","4.24","0","56","56.0","50","26","8","63","27","1.36","10.10","4.31","4.32","0.2","600.5","15264"
"Cody Stashak","MIN","3","3","0","13","4.69","0","58","58.0","58","30","11","57","18","1.31","8.91","2.79","4.71","0.2","601.0","18088"
"Luis Avilan","WSN","3","3","0","10","4.18","0","50","50.0","48","23","6","51","23","1.42","9.24","4.16","4.29","0.2","999.0","2882"
"Michael King","NYY","3","2","0","1","4.58","3","33","43.0","44","22","7","37","12","1.31","7.84","2.57","4.63","0.2","600.9","19853"
"Patrick Sandoval","LAA","2","2","0","1","4.20","3","17","27.0","25","13","4","27","11","1.33","9.16","3.62","4.34","0.2","596.6","19447"
"Rogelio Armenteros","","2","2","0","0","5.16","6","6","31.0","33","18","6","30","13","1.45","8.57","3.73","5.14","0.2","999.0","17679"
"Devin Smeltzer","","2","2","0","1","5.02","6","18","38.0","41","21","7","30","12","1.39","7.16","2.76","5.08","0.2","600.8","19487"
"Josh James","HOU","2","2","0","4","3.92","0","45","45.0","36","20","6","59","24","1.32","11.80","4.74","4.03","0.2","600.5","16794"
"Connor Brogdon","PHI","3","3","0","11","4.24","0","56","56.0","48","26","9","70","25","1.30","11.24","4.02","4.34","0.2","600.3","21205"
"Yusmeiro Petit","OAK","4","4","0","14","4.24","0","70","70.0","69","33","12","61","16","1.21","7.83","2.08","4.43","0.2","597.5","4020"
"Tyson Ross","TEX","1","2","0","0","5.50","6","6","31.0","34","19","5","24","15","1.56","6.92","4.20","5.43","0.2","999.0","7872"
"Jose Cisnero","DET","3","3","1","10","4.47","0","56","56.0","52","28","8","60","27","1.40","9.62","4.27","4.62","0.2","596.5","6399"
"Adam Plutko","BAL","5","7","2","8","5.49","11","65","99.0","109","61","22","76","30","1.40","6.93","2.69","5.64","0.2","601.0","15846"
"Edward Cabrera","MIA","3","3","0","1","4.42","5","30","46.0","43","22","6","46","23","1.44","8.95","4.52","4.61","0.2","999.0","sa920423"
"Zack Britton","NYY","2","2","2","3","3.60","0","35","35.0","31","14","3","33","18","1.39","8.59","4.56","3.85","0.2","523.4","3240"
"Ryan Rolison","COL","3","4","0","0","6.04","11","11","59.0","69","40","11","46","28","1.64","7.02","4.29","5.74","0.2","601.0","sa3008244"
"Matt Harvey","BAL","4","6","0","1","5.73","18","26","79.0","89","50","17","60","28","1.48","6.78","3.17","5.76","0.2","598.1","11713"
"Ryan Helsley","STL","3","3","3","10","4.23","0","58","58.0","52","27","8","61","27","1.37","9.48","4.24","4.42","0.2","600.7","18138"
"Wil Crowe","PIT","3","5","0","1","5.42","13","23","69.0","76","41","12","53","30","1.55","6.94","3.99","5.37","0.2","999.0","19800"
"Sam Howard","PIT","3","3","0","9","4.30","0","51","51.0","48","24","7","54","23","1.38","9.48","3.97","4.43","0.2","999.0","16265"
"Cody Ponce","PIT","2","2","0","1","4.85","5","13","27.0","29","15","4","24","11","1.44","7.71","3.60","4.90","0.2","600.7","17920"
"Chris Devenski","ARI","3","3","0","11","4.58","0","52","52.0","50","26","9","54","18","1.30","9.36","3.06","4.50","0.2","599.7","12763"
"Nick Neidert","","3","4","0","1","4.91","11","21","55.0","57","30","9","45","23","1.44","7.37","3.71","5.00","0.2","600.8","18699"
"Jhoan Duran","","1","1","0","0","4.83","3","3","17.0","17","9","2","15","8","1.48","8.12","4.22","4.85","0.2","600.0","sa873347"
"Kyle Finnegan","WSN","3","3","0","13","4.34","0","58","58.0","54","28","8","63","27","1.41","9.74","4.26","4.37","0.2","999.0","15009"
"Matt Strahm","SDP","3","2","0","4","3.95","0","44","44.0","41","19","6","45","13","1.23","9.14","2.70","4.14","0.2","600.9","13799"
"Caleb Thielbar","MIN","3","3","0","12","4.50","0","56","56.0","55","28","9","53","19","1.33","8.57","3.12","4.59","0.2","999.0","10078"
"Ryan Borucki","TOR","3","3","1","11","4.44","0","58","58.0","57","29","8","54","24","1.39","8.41","3.66","4.49","0.2","600.8","16350"
"Tim Mayza","TOR","2","2","0","4","3.90","0","42","42.0","37","18","5","46","19","1.35","9.81","4.16","4.14","0.2","999.0","15042"
"Kohl Stewart","CHC","1","2","0","0","5.03","5","5","23.0","26","13","3","17","10","1.53","6.55","3.94","4.96","0.2","999.0","15502"
"Cody Reed","TBR","2","2","0","3","3.55","0","40","40.0","34","16","4","46","18","1.29","10.36","4.04","3.80","0.2","999.0","15232"
"Chaz Roe","TBR","4","3","1","11","4.21","0","58","58.0","52","27","8","63","27","1.37","9.70","4.23","4.37","0.2","601.0","9866"
"Hansel Robles","MIN","3","3","1","10","4.47","0","54","54.0","50","27","8","56","22","1.34","9.37","3.71","4.50","0.2","600.0","11801"
"Ranger Suarez","PHI","2","2","0","1","4.43","2","35","39.0","41","19","5","33","14","1.38","7.53","3.12","4.48","0.2","999.0","17277"
"T.J. Zeuch","TOR","1","2","0","0","5.35","5","5","28.0","31","16","4","17","11","1.53","5.50","3.51","5.35","0.2","999.0","19269"
"Tyler Ivey","HOU","1","1","0","0","4.65","3","3","16.0","15","8","3","15","6","1.37","8.71","3.59","4.77","0.2","999.0","sa3004574"
"J.P. Feyereisen","MIL","4","4","0","9","4.40","0","58","58.0","50","28","8","68","32","1.41","10.50","4.91","4.56","0.2","999.0","16610"
"Jeurys Familia","NYM","3","3","0","12","4.08","0","56","56.0","49","25","6","61","32","1.44","9.75","5.12","4.23","0.2","600.9","5114"
"Bryan Garcia","DET","3","4","6","12","4.90","0","62","62.0","62","34","10","55","30","1.48","7.97","4.30","5.02","0.1","495.2","19457"
"Harrison Holmes","OAK","1","1","0","1","4.62","3","6","20.0","20","10","3","17","8","1.41","7.61","3.57","4.82","0.1","999.0","sa828669"
"Ian Kennedy","TEX","2","2","4","3","4.34","0","40","40.0","38","19","7","44","14","1.28","9.92","3.09","4.41","0.1","491.1","6986"
"Zacary Lowther","","1","2","0","0","5.32","5","5","26.0","27","15","5","23","13","1.51","7.86","4.44","5.58","0.1","999.0","sa915645"
"Chris Stratton","PIT","3","4","3","12","4.55","0","64","64.0","64","32","10","61","24","1.38","8.63","3.41","4.45","0.1","599.7","13761"
"Daniel Hudson","WSN","4","4","5","15","4.64","0","61","61.0","56","31","10","66","28","1.38","9.78","4.15","4.74","0.1","563.4","7146"
"Oliver Perez","CLE","4","3","0","10","4.11","0","52","52.0","49","24","7","52","18","1.28","9.02","3.11","4.33","0.1","999.0","1514"
"Jackson Kowar","KCR","1","1","0","0","5.03","3","3","18.0","19","10","3","13","7","1.46","6.80","3.55","5.03","0.1","600.8","sa3008273"
"Brandon Kintzler","PHI","4","3","2","15","4.46","0","62","62.0","64","31","9","49","21","1.37","7.12","3.04","4.60","0.1","545.0","9939"
"Andrew Kittredge","TBR","2","2","2","5","3.67","0","46","46.0","43","19","6","47","14","1.23","9.23","2.75","3.81","0.1","999.0","12828"
"Greg Holland","KCR","3","3","16","8","4.44","0","58","58.0","54","29","8","61","31","1.46","9.43","4.83","4.56","0.1","212.0","7196"
"Robert Stephenson","COL","3","3","1","15","5.01","0","62","62.0","58","35","11","74","31","1.44","10.78","4.53","4.77","0.1","601.0","13594"
"Michael Baumann","BAL","2","3","0","0","5.71","8","8","43.0","45","27","8","34","22","1.57","7.18","4.59","5.86","0.1","600.7","sa829681"
"Shelby Miller","CHC","2","2","0","1","5.31","8","16","40.0","42","24","7","35","21","1.56","7.91","4.57","5.23","0.1","600.9","10197"
