"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","Fld","BsR","-1","WAR","-1","ADP","playerid"
"Ernie Clement","CLE","11","49","45","11","2","0","1","5","4","3","7","0","1","0","",".249",".294",".345",".639",".280","","0.2","-0.1","","0.1","","999.0","20352"
"Jake Lamb","","52","224","194","41","8","1","7","26","26","24","61","3","1","1","",".209",".303",".372",".675",".297","","-1.4","-0.3","","0.1","","999.0","13329"
"José Rondón","","10","42","38","9","2","0","2","5","5","3","10","0","1","0","",".234",".288",".408",".696",".299","","-0.1","0.0","","0.1","","999.0","14140"
"Peyton Burdick","MIA","6","28","24","5","1","0","1","3","3","3","8","0","0","0","",".214",".305",".384",".690",".301","","-0.2","0.0","","0.0","","999.0","sa3009876"
"Payton Henry","MIA","6","26","23","5","1","0","1","2","2","2","8","1","0","0","",".217",".280",".340",".620",".272","","0.1","0.0","","0.0","","999.0","22164"
"Brian Goodwin","","50","217","193","43","10","1","7","25","24","21","60","1","2","1","",".226",".304",".387",".691",".301","","-1.9","-0.3","","0.0","","600.6","12858"
"Daniel Johnson","CLE","18","77","70","16","3","0","3","8","9","5","24","1","1","0","",".227",".287",".399",".686",".295","","0.1","-0.1","","0.0","","999.0","19643"
"Carlos Pérez","COL","5","19","18","4","1","0","1","2","2","1","3","0","0","0","",".236",".285",".415",".700",".299","","0.2","0.0","","0.0","","999.0","10642"
"Ronald Guzmán","","6","28","25","6","1","0","1","3","3","2","8","0","0","0","",".228",".303",".417",".721",".310","","0.2","0.0","","0.0","","999.0","14388"
"Alfonso Rivas","CHC","36","154","137","34","7","0","3","18","14","14","37","2","1","1","",".252",".328",".366",".695",".306","","0.6","-0.3","","0.0","","999.0","21560"
"Maikel Franco","WSN","16","70","65","15","3","0","2","7","9","4","11","0","0","0","",".240",".289",".406",".695",".296","","-0.4","-0.1","","0.0","","598.6","12179"
"Buddy Kennedy","ARI","3","14","13","3","0","0","1","2","2","1","3","0","0","0","",".254",".320",".429",".750",".323","","-0.1","0.0","","0.0","","999.0","sa3004617"
"Greg Cullen","BAL","6","28","25","6","1","0","1","3","2","3","6","1","0","0","",".229",".315",".345",".660",".294","","0.0","-0.1","","0.0","","999.0","sa3007069"
"Tres Barrera","WSN","5","19","17","4","1","0","0","2","2","2","4","0","0","0","",".227",".299",".353",".651",".285","","0.0","0.0","","0.0","","999.0","19977"
"Ryan McKenna","BAL","19","84","74","16","3","1","2","9","9","8","25","1","2","1","",".222",".305",".374",".679",".297","","0.0","-0.1","","0.0","","999.0","19928"
"Brendan Donovan","STL","3","14","13","3","1","0","0","2","1","1","3","0","0","0","",".253",".319",".374",".693",".304","","0.0","0.0","","0.0","","600.5","sa3006675"
"Diego Castillo","PIT","6","28","26","6","1","0","1","3","3","2","4","0","0","0","",".248",".305",".377",".682",".297","","-0.1","0.0","","0.0","","599.0","sa872839"
"Mark Kolozsvary","CIN","13","51","45","9","2","0","1","5","5","4","17","1","0","0","",".190",".274",".328",".602",".268","","0.4","-0.1","","0.0","","999.0","sa3004996"
"Mark Vientos","NYM","3","14","13","3","1","0","1","2","2","1","4","0","0","0","",".232",".285",".431",".716",".305","","0.0","0.0","","0.0","","999.0","sa3004720"
"Khalil Lee","NYM","8","35","30","6","1","0","1","4","3","4","12","1","1","1","",".215",".315",".356",".672",".299","","-0.1","-0.1","","0.0","","596.7","19952"
"Luis Barrera","OAK","36","154","141","33","6","2","2","16","13","10","32","1","3","1","",".236",".290",".340",".629",".276","","0.7","0.0","","0.0","","999.0","19615"
"Rafael Marchan","PHI","16","64","58","13","2","0","1","7","5","4","12","1","0","0","",".229",".288",".330",".618",".273","","0.3","-0.1","","0.0","","999.0","21646"
"Jake Lamb","","13","56","49","10","2","0","2","7","7","6","15","1","0","0","",".209",".303",".372",".675",".297","","-0.4","-0.1","","0.0","","999.0","13329"
"Jonah Bride","OAK","24","105","93","21","4","0","2","12","10","9","22","2","0","0","",".227",".304",".357",".661",".292","","0.4","-0.1","","0.0","","999.0","sa3007516"
"Yolbert Sanchez","CHW","3","14","13","4","0","0","0","1","1","1","2","0","0","0","",".273",".306",".379",".685",".297","","0.0","0.0","","0.0","","999.0","sa3011471"
"Gilberto Celestino","MIN","10","42","38","9","2","0","1","5","4","3","9","0","0","0","",".240",".301",".371",".672",".293","","-0.3","0.0","","0.0","","999.0","20233"
"Jedd Gyorko","","8","35","31","7","1","0","1","4","4","3","9","0","0","0","",".231",".311",".401",".712",".309","","0.2","-0.1","","0.0","","999.0","10816"
"Nelson Velazquez","CHC","16","70","65","16","3","0","3","8","9","3","21","1","1","0","",".241",".284",".421",".706",".300","","0.0","0.1","","0.0","","600.7","sa3005129"
"Ender Inciarte","NYY","6","28","25","6","1","0","0","3","2","2","6","0","1","0","",".231",".300",".328",".628",".278","","0.1","0.0","","0.0","","600.0","4922"
"Jake Cave","MIN","11","49","44","11","2","0","1","6","5","3","15","1","0","0","",".237",".300",".391",".690",".300","","-0.2","-0.1","","0.0","","999.0","14477"
"Ryan O'Hearn","KCR","10","42","38","9","2","0","2","5","5","4","11","0","0","0","",".231",".302",".423",".725",".310","","0.0","0.0","","0.0","","599.6","16442"
"Monte Harrison","MIA","40","175","158","33","5","1","6","19","17","12","66","2","9","2","",".209",".275",".355",".629",".275","","0.3","0.7","","0.0","","999.0","17216"
"Christin Stewart","BOS","5","21","19","4","1","0","1","2","3","2","6","0","0","0","",".239",".314",".447",".760",".323","","-0.2","0.0","","0.0","","999.0","17714"
"Anthony Bemboom","BAL","3","13","11","2","0","0","0","1","1","1","3","0","0","0","",".206",".278",".338",".617",".272","","0.1","0.0","","0.0","","999.0","13854"
"Nick Maton","PHI","11","49","44","10","2","0","1","5","5","4","13","1","1","0","",".219",".295",".347",".642",".282","","0.1","-0.1","","0.0","","999.0","21635"
"Kyle Garlick","MIN","5","21","19","4","1","0","1","3","3","1","6","0","0","0","",".230",".280",".441",".721",".306","","-0.1","0.0","","0.0","","999.0","18063"
"Phil Gosselin","","60","259","235","57","11","1","5","27","27","20","58","2","2","1","",".244",".305",".361",".666",".292","","-0.8","-0.4","","0.0","","589.8","10953"
"Tyler White","","3","14","12","3","1","0","0","2","1","2","3","0","0","0","",".240",".338",".395",".733",".322","","0.0","0.0","","0.0","","999.0","15564"
"Zack Collins","CHW","19","77","65","13","3","0","3","9","9","10","25","1","0","0","",".205",".318",".372",".690",".304","","-1.0","-0.1","","0.0","","592.3","19181"
"Alex De Goti","HOU","5","21","19","4","1","0","0","2","2","2","5","0","0","0","",".217",".282",".327",".609",".269","","0.1","0.0","","0.0","","999.0","19477"
"Jose Rojas","LAA","8","35","32","7","2","0","1","4","4","3","8","0","0","0","",".234",".293",".410",".703",".302","","-0.1","0.0","","0.0","","600.4","19331"
"Jordy Mercer","","42","182","168","40","9","0","4","17","16","11","41","2","1","0","",".241",".293",".363",".657",".286","","-1.4","-0.2","","0.0","","999.0","6547"
"Mario Feliciano","MIL","3","13","12","3","0","0","0","1","1","1","4","0","0","0","",".225",".272",".377",".649",".280","","0.0","0.0","","0.0","","600.8","20263"
"Daniel Robertson","MIN","3","14","12","3","1","0","0","1","1","2","4","0","0","0","",".220",".321",".328",".649",".291","","0.0","0.0","","0.0","","999.0","14145"
"Rodolfo Castro","PIT","13","56","52","12","2","0","2","6","7","3","14","1","1","0","",".230",".277",".415",".692",".295","","0.2","-0.1","","0.0","","999.0","21987"
"Tony Wolters","LAD","3","13","11","2","0","0","0","1","1","1","3","0","0","0","",".216",".295",".305",".600",".268","","0.1","0.0","","0.0","","999.0","11470"
"Kevin Padlo","SEA","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".204",".279",".378",".657",".284","","0.0","0.0","","0.0","","600.3","16593"
"Miles Mastrobuoni","TBR","2","7","6","2","0","0","0","1","1","1","2","0","0","0","",".241",".307",".330",".637",".282","","0.0","0.0","","0.0","","999.0","sa918318"
"Kyle Stowers","BAL","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".237",".308",".432",".740",".318","","0.0","0.0","","0.0","","999.0","sa1115829"
"Forrest Wall","SEA","3","14","13","3","1","0","0","1","1","1","4","0","1","0","",".223",".286",".334",".620",".273","","0.0","0.0","","0.0","","999.0","sa828682"
"Micker Adolfo","CHW","6","28","25","6","1","0","1","3","4","2","10","0","0","0","",".220",".280",".419",".699",".299","","-0.1","0.0","","0.0","","999.0","sa830303"
"Roman Quinn","","5","21","19","4","1","0","0","2","2","2","6","0","1","0","",".220",".293",".333",".625",".277","","-0.1","0.1","","0.0","","999.0","13546"
"Travis Blankenhorn","NYM","2","7","6","1","0","0","0","1","1","0","2","0","0","0","",".232",".287",".393",".680",".293","","0.0","0.0","","0.0","","999.0","18395"
"Jason Martin","","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".233",".293",".401",".694",".299","","0.0","0.0","","0.0","","999.0","16429"
"P.J. Higgins","CHC","2","6","6","1","0","0","0","1","1","1","1","0","0","0","",".228",".296",".333",".629",".278","","0.0","0.0","","0.0","","999.0","18433"
"Austin Dean","SFG","3","14","13","3","1","0","0","2","2","1","4","0","0","0","",".249",".313",".412",".724",".313","","-0.1","0.0","","0.0","","999.0","18288"
"Andrew Young","WSN","2","7","6","1","0","0","0","1","1","0","2","0","0","0","",".217",".295",".418",".712",".307","","-0.1","0.0","","0.0","","999.0","19521"
"Steven Souza Jr.","","3","14","12","3","1","0","1","1","2","1","5","0","0","0","",".207",".289",".384",".673",".292","","0.0","0.0","","0.0","","999.0","5667"
"Stuart Fairchild","ARI","10","42","38","9","2","0","1","5","4","3","10","1","1","0","",".231",".301",".370",".671",".294","","0.0","0.0","","0.0","","999.0","20321"
"Lucius Fox","WSN","5","21","19","4","1","0","0","2","2","2","5","0","1","0","",".218",".298",".330",".628",".280","","-0.1","0.1","","0.0","","999.0","sa914200"
"Harold Castro","DET","44","189","178","48","7","1","2","18","18","7","40","1","1","1","",".270",".300",".357",".657",".285","","-0.6","-0.3","","0.0","","600.1","14691"
"Andrew Stevenson","WSN","50","217","197","50","9","1","5","24","23","14","59","3","3","2","",".253",".310",".382",".691",".300","","-0.8","-0.2","","0.0","","597.8","17932"
"Brett Sullivan","MIL","2","6","6","1","0","0","0","1","1","0","1","0","0","0","",".231",".284",".360",".644",".280","","0.0","0.0","","0.0","","999.0","sa857232"
"Chadwick Tromp","ATL","2","6","6","1","0","0","0","1","1","0","2","0","0","0","",".220",".272",".372",".644",".278","","0.0","0.0","","0.0","","999.0","16953"
"Jake Hager","","5","21","19","4","1","0","1","2","2","1","6","0","0","0","",".223",".277",".363",".640",".277","","0.1","0.0","","0.0","","999.0","12198"
"Khris Davis","","49","210","189","43","7","1","10","25","30","17","58","2","0","0","",".226",".295",".433",".728",".311","","0.0","-0.4","","0.0","","999.0","9112"
"Edwin Ríos","LAD","11","49","44","10","2","0","2","6","7","4","17","1","0","0","",".219",".285",".438",".723",".308","","-0.1","-0.1","","0.0","","571.2","18316"
"Sebastian Rivero","KCR","3","13","12","3","1","0","0","1","1","1","3","0","0","0","",".221",".273",".333",".606",".264","","0.0","0.0","","0.0","","999.0","21735"
"Tim Lopes","COL","2","7","6","2","0","0","0","1","1","0","2","0","0","0","",".260",".312",".404",".716",".310","","0.0","0.0","","0.0","","999.0","14137"
"JJ Bleday","MIA","10","42","37","8","2","0","1","5","4","4","9","0","0","0","",".223",".300",".372",".671",".294","","0.1","0.0","","0.0","","600.8","sa3011642"
"Josh Ockimey","","3","14","12","3","1","0","1","2","2","2","5","0","0","0","",".211",".313",".399",".711",".311","","0.0","0.0","","0.0","","999.0","sa829375"
"Justin Williams","","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".231",".301",".412",".713",".302","","0.0","0.0","","0.0","","999.0","15490"
"Jonathan Davis","MIL","3","14","12","3","0","0","0","2","1","1","4","0","0","0","",".206",".295",".330",".625",".279","","0.0","0.0","","0.0","","999.0","15104"
"Chance Sisco","NYM","18","70","61","13","3","0","2","8","7","7","20","2","0","0","",".214",".309",".356",".665",".295","","-0.8","-0.1","","0.0","","999.0","15694"
"Jeter Downs","BOS","3","14","13","3","1","0","0","2","1","1","4","0","0","0","",".215",".275",".365",".641",".278","","0.0","0.0","","0.0","","599.7","sa3004615"
"Seby Zavala","CHW","29","115","105","19","4","0","4","12","13","8","45","1","0","0","",".186",".247",".343",".590",".256","","-0.9","-0.1","","0.0","","598.5","18887"
"Alcides Escobar","WSN","84","364","336","83","17","1","6","39","34","19","66","5","3","1","",".246",".294",".354",".648",".283","","-3.3","0.2","","0.0","","579.7","6310"
"Mason Martin","PIT","65","280","252","55","13","1","13","33","38","19","92","4","1","1","",".219",".283",".431",".714",".304","","0.8","-0.3","","0.0","","591.7","sa3004885"
"Lewis Brinson","HOU","23","98","91","20","4","0","3","10","11","5","27","1","1","0","",".219",".270",".362",".632",".274","","-0.2","0.0","","0.0","","600.5","14352"
"Sandy León","CLE","21","83","75","14","2","0","2","7","7","6","24","1","0","0","",".189",".252",".301",".553",".245","","0.3","-0.2","","0.0","","999.0","5273"
"Corey Ray","MIL","3","14","13","3","1","0","0","1","1","1","5","0","0","0","",".211",".273",".365",".638",".276","","-0.1","0.0","","0.0","","999.0","19170"
"David Dahl","MIL","5","21","19","5","1","0","1","2","2","1","5","0","0","0","",".242",".290",".400",".690",".297","","-0.1","0.0","","0.0","","599.7","13744"
"Keston Hiura","MIL","47","203","181","41","9","1","8","24","25","15","67","5","3","1","",".228",".303",".412",".716",".309","","-0.5","-0.1","","0.0","","452.3","20003"
"Andrew Knapp","CIN","40","160","137","29","6","1","3","15","15","19","49","2","0","0","",".212",".313",".335",".648",".289","","-2.4","-0.1","","0.0","","600.9","14942"
"Lane Adams","","2","7","6","1","0","0","0","1","1","1","2","0","0","0","",".210",".280",".359",".638",".279","","0.0","0.0","","0.0","","999.0","10767"
"Magneuris Sierra","LAA","5","21","19","5","1","0","0","2","2","1","4","0","1","0","",".238",".285",".320",".604",".263","","0.0","0.0","","0.0","","999.0","17023"
"Anderson Tejeda","STL","2","7","6","1","0","0","0","1","1","0","3","0","0","0","",".184",".236",".314",".550",".240","","0.0","0.0","","0.0","","999.0","19909"
"Richie Martin","BAL","8","35","32","7","1","0","1","3","3","2","9","1","1","0","",".222",".283",".329",".612",".270","","-0.2","-0.1","","0.0","","999.0","17736"
"Robel García","","6","28","25","5","1","0","1","3","3","2","10","0","0","0","",".196",".270",".362",".631",".274","","0.0","0.0","","0.0","","999.0","13167"
"Trayce Thompson","SDP","34","147","132","26","5","0","6","17","19","12","51","2","2","1","",".201",".277",".389",".666",".288","","-1.0","-0.1","","0.0","","999.0","9952"
"Aaron Altherr","","49","210","184","41","9","1","6","24","23","20","56","3","3","1","",".220",".304",".378",".682",".299","","-2.3","-0.1","","0.0","","999.0","11270"
"Jorge Alfaro","SDP","104","437","405","98","17","1","12","41","49","20","138","9","8","3","",".242",".291",".379",".670",".291","","-2.4","-0.5","","0.0","","415.5","12180"
"Wilmer Difo","","31","133","120","29","4","1","2","14","11","11","29","1","1","1","",".240",".304",".338",".642",".283","","-0.2","-0.1","","0.0","","999.0","14320"
"Buddy Reed","OAK","5","21","19","4","1","0","0","2","2","2","7","0","1","0","",".195",".260",".307",".567",".250","","0.0","0.0","","0.0","","999.0","sa738683"
"Gerardo Parra","WSN","5","21","19","4","1","0","0","2","2","1","5","0","0","0","",".233",".296",".353",".649",".284","","0.0","-0.1","","0.0","","999.0","8553"
"Adam Haseley","PHI","99","427","388","95","17","2","10","49","44","28","92","5","8","3","",".245",".302",".372",".674",".293","","-0.6","0.4","","0.0","","600.9","19878"
"David Bañuelos","MIN","3","13","12","2","0","0","0","1","1","1","5","0","0","0","",".180",".222",".273",".495",".218","","0.1","0.0","","0.0","","999.0","sa3004056"
"Jose Lobaton","","13","51","46","9","2","0","1","5","5","4","16","0","0","0","",".195",".269",".332",".600",".265","","-0.5","-0.1","","0.0","","999.0","4243"
"Yoenis Céspedes","","28","119","108","25","5","0","5","14","15","8","37","2","1","1","",".228",".291",".415",".706",".304","","-0.1","-0.2","","0.0","","999.0","13110"
"Heliot Ramos","SFG","53","231","212","50","10","1","6","25","22","15","64","2","5","2","",".236",".292",".373",".665",".289","","-1.8","-0.1","","0.0","","999.0","sa3004693"
"Símon Muzziotti","PHI","3","14","13","3","0","0","0","1","1","1","3","0","0","0","",".235",".283",".331",".614",".269","","0.0","0.0","","0.0","","999.0","sa917376"
"John Nogowski","ATL","16","70","61","15","3","0","2","8","7","7","12","1","1","0","",".242",".325",".365",".690",".305","","0.1","-0.1","","0.0","","600.8","16852"
"Evan White","SEA","24","105","96","21","4","0","4","11","12","7","32","1","1","0","",".214",".270",".375",".646",".279","","0.5","0.0","","-0.1","","600.0","20078"
"Darick Hall","PHI","10","42","37","8","2","0","1","5","5","3","11","1","0","0","",".218",".296",".395",".691",".299","","0.0","0.0","","-0.1","","999.0","sa918293"
"Anthony Alford","PIT","99","427","382","87","18","2","12","49","48","37","146","6","15","8","",".228",".305",".380",".685",".298","","-0.6","-0.4","","-0.1","","541.6","14329"
"Kurt Suzuki","","40","160","144","33","6","0","4","15","16","9","29","5","0","0","",".232",".297",".364",".661",".290","","-3.0","-0.4","","-0.1","","600.2","8259"
"Mickey Moniak","PHI","44","189","172","38","7","3","6","21","22","12","51","1","2","1","",".224",".278",".397",".674",".286","","-0.4","0.0","","-0.1","","600.4","19956"
"Logan Warmoth","TOR","8","35","31","6","1","0","1","4","3","3","12","1","1","0","",".196",".276",".303",".578",".259","","0.1","0.0","","-0.1","","999.0","sa3004813"
"Cody Thomas","OAK","21","91","83","17","4","1","3","10","10","7","31","1","0","0","",".206",".269",".381",".651",".281","","0.1","-0.1","","-0.1","","999.0","sa738459"
"Scott Schebler","COL","5","21","19","4","1","0","1","2","2","1","6","0","0","0","",".198",".264",".343",".607",".266","","-0.1","0.0","","-0.1","","999.0","12225"
"Billy Hamilton","","31","133","121","25","4","1","1","15","9","9","38","0","8","2","",".207",".265",".296",".561",".249","","0.9","0.9","","-0.1","","598.1","10199"
"Josh Palacios","TOR","23","98","88","20","4","0","2","10","9","8","26","1","2","1","",".225",".296",".335",".631",".279","","0.0","-0.1","","-0.1","","999.0","19818"
"Yusniel Diaz","BAL","11","49","44","9","2","0","1","5","5","4","14","0","0","0","",".205",".271",".340",".611",".268","","-0.1","-0.1","","-0.1","","999.0","sa912848"
"Donovan Casey","WSN","15","63","58","13","2","0","2","6","6","4","21","1","1","0","",".222",".272",".358",".630",".274","","-0.2","0.1","","-0.1","","999.0","sa915654"
"Matt Carpenter","","63","273","231","47","11","1","7","30","28","35","80","5","2","0","",".203",".319",".353",".671",".298","","-0.5","-0.4","","-0.1","","600.5","8090"
"Luke Williams","PHI","50","217","195","44","8","1","4","23","19","16","51","2","7","3","",".226",".291",".341",".632",".277","","1.1","-0.1","","-0.1","","999.0","19931"
"Ian Desmond","COL","55","238","216","50","11","2","8","28","28","18","61","2","3","1","",".229",".291",".401",".691",".298","","-2.9","-0.2","","-0.1","","999.0","6885"
"Albert Pujols","","52","224","207","50","7","0","10","23","34","12","36","3","1","0","",".244",".292",".419",".711",".302","","-0.2","-0.5","","-0.1","","598.7","1177"
"Matt Joyce","PHI","36","154","131","28","5","0","4","17","16","19","38","1","1","0","",".216",".319",".345",".665",".294","","-1.5","-0.3","","-0.1","","999.0","3353"
"Jared Oliva","PIT","29","126","114","26","5","1","2","13","11","8","32","2","5","2","",".226",".289",".336",".626",".274","","0.2","0.2","","-0.2","","999.0","19968"
"Dexter Fowler","","99","427","370","80","15","1","12","48","45","47","113","5","6","3","",".218",".313",".364",".677",".299","","-4.1","-0.4","","-0.2","","999.0","4062"
"Jarrod Dyson","","50","217","196","42","7","1","3","24","16","17","47","1","13","5","",".214",".278",".303",".581",".259","","1.0","0.7","","-0.2","","999.0","4866"
"Guillermo Heredia","ATL","87","378","332","75","20","0","7","44","32","33","89","8","2","1","",".227",".311",".354",".665",".292","","-1.1","-0.1","","-0.2","","999.0","18721"
"Miguel Cabrera","DET","122","525","474","119","17","0","16","53","67","41","119","5","0","0","",".252",".314",".391",".705",".306","","-0.3","-2.6","","-0.2","","517.5","1744"
"Drew Butera","","23","90","80","14","3","0","2","7","7","7","28","1","1","0","",".174",".248",".276",".524",".235","","-0.6","-0.1","","-0.3","","999.0","3411"
"Ryan Vilade","COL","62","266","243","64","12","2","4","29","24","16","48","2","5","2","",".264",".313",".386",".698",".303","","0.2","-0.2","","-0.4","","600.5","22165"
